subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-18, trial56, 04, Daniel Craig, ID04_IM04.bmp, (550, -100), Daniel Radcliffe, (0, -400), Patrick Dempsey, (-300, 300), Matt Damon, (300, 300), Ben Stiller, (-550, -100), idk, [64. 46.], 0, 7.460601599887013
sub-18, trial42, 03, Brad Pitt, ID03_IM04.bmp, (550, -100), Ryan Gosling, (-550, -100), Ben Stiller, (-300, 300), Orlando Bloom, (0, -400), Robert Downey Jr, (300, 300), familiar face, [ 111. -100.], 1, 2.008015100029297
sub-18, trial60, 12, Matt Damon, ID12_IM04.bmp, (0, -400), Daniel Radcliffe, (-550, -100), Ryan Reynolds, (-300, 300), Patrick Dempsey, (550, -100), Robert Pattinson, (300, 300), idk, [65. 67.], 0, 0.6457205000333488
sub-18, trial23, 08, Hugh Jackman, ID08_IM02.bmp, (550, -100), Elijah Wood, (-300, 300), Patrick Dempsey, (300, 300), George Clooney, (-550, -100), Daniel Radcliffe, (0, -400), idk, [55. 47.], 0, 0.4820711000356823
sub-18, trial65, 05, Daniel Radcliffe, ID05_IM01.bmp, (-550, -100), Justin Timberlake, (-300, 300), Matt Damon, (0, -400), Ryan Reynolds, (550, -100), Hugh Jackman, (300, 300), Daniel Radcliffe, [-409.  -91.], 1, 1.6122821000171825
sub-18, trial66, 12, Matt Damon, ID12_IM03.bmp, (300, 300), Patrick Dempsey, (550, -100), Hugh Jackman, (-550, -100), Daniel Radcliffe, (-300, 300), Ben Stiller, (0, -400), idk, [51. 36.], 0, 0.6722969999536872
sub-18, trial43, 07, George Clooney, ID07_IM02.bmp, (300, 300), Ryan Reynolds, (-300, 300), Hugh Jackman, (-550, -100), Robert Downey Jr, (550, -100), Justin Timberlake, (0, -400), George Clooney, [255. 303.], 1, 1.6355727000627667
sub-18, trial52, 13, Orlando Bloom, ID13_IM03.bmp, (0, -400), Hugh Jackman, (-300, 300), George Clooney, (550, -100), Matt Damon, (300, 300), Daniel Craig, (-550, -100), Orlando Bloom, [ -68. -396.], 1, 4.73640679998789
sub-18, trial30, 16, Robert Pattinson, ID16_IM04.bmp, (-300, 300), Ben Affleck, (0, -400), George Clooney, (300, 300), Patrick Dempsey, (550, -100), Robert Downey Jr, (-550, -100), Robert Pattinson, [-309.  294.], 1, 1.9922390000429004
sub-18, trial35, 16, Robert Pattinson, ID16_IM03.bmp, (0, -400), Ryan Gosling, (550, -100), Orlando Bloom, (-300, 300), Ryan Reynolds, (-550, -100), Matt Damon, (300, 300), Robert Pattinson, [ -86. -394.], 1, 2.4072368999477476
